Precinct ID,Precinct Code,Precinct Name,Polling Location,Location Description,Address,City,Zip,County,Polling Location Contact Info,Authenticating Authority,Date Authenticated*,Muni,PollingPlaceAddress
413464,07958800009,MILWAUKEE - CITY OF OAK CREEK - WARD 009,EAST MIDDLE SCHOOL,7:00 AM - 8:00 PM,9330 S SHEPARD AVE,OAK CREEK,53154,MILWAUKEE,(414)766-7023,State Election Official,8-11-2020,OAK CREEK,"9330 S SHEPARD AVE, OAK CREEK, WI 53154-4548"
413449,07958800010,MILWAUKEE - CITY OF OAK CREEK - WARD 010,EAST MIDDLE SCHOOL,7:00 AM - 8:00 PM,9330 S SHEPARD AVE,OAK CREEK,53154,MILWAUKEE,(414)766-7023,State Election Official,8-11-2020,OAK CREEK,"9330 S SHEPARD AVE, OAK CREEK, WI 53154-4548"
413207,07958800011,MILWAUKEE - CITY OF OAK CREEK - WARD 011,EAST MIDDLE SCHOOL,7:00 AM - 8:00 PM,9330 S SHEPARD AVE,OAK CREEK,53154,MILWAUKEE,(414)766-7023,State Election Official,8-11-2020,OAK CREEK,"9330 S SHEPARD AVE, OAK CREEK, WI 53154-4548"
413236,07958800012,MILWAUKEE - CITY OF OAK CREEK - WARD 012,EAST MIDDLE SCHOOL,7:00 AM - 8:00 PM,9330 S SHEPARD AVE,OAK CREEK,53154,MILWAUKEE,(414)766-7023,State Election Official,8-11-2020,OAK CREEK,"9330 S SHEPARD AVE, OAK CREEK, WI 53154-4548"
412908,07958800013,MILWAUKEE - CITY OF OAK CREEK - WARD 013,EAST MIDDLE SCHOOL,7:00 AM - 8:00 PM,9330 S SHEPARD AVE,OAK CREEK,53154,MILWAUKEE,(414)766-7023,State Election Official,8-11-2020,OAK CREEK,"9330 S SHEPARD AVE, OAK CREEK, WI 53154-4548"
413167,07958800014,MILWAUKEE - CITY OF OAK CREEK - WARD 014,EAST MIDDLE SCHOOL,7:00 AM - 8:00 PM,9330 S SHEPARD AVE,OAK CREEK,53154,MILWAUKEE,(414)766-7023,State Election Official,8-11-2020,OAK CREEK,"9330 S SHEPARD AVE, OAK CREEK, WI 53154-4548"
412710,07958800015,MILWAUKEE - CITY OF OAK CREEK - WARD 015,EAST MIDDLE SCHOOL,7:00 AM - 8:00 PM,9330 S SHEPARD AVE,OAK CREEK,53154,MILWAUKEE,(414)766-7023,State Election Official,8-11-2020,OAK CREEK,"9330 S SHEPARD AVE, OAK CREEK, WI 53154-4548"
412772,07958800016,MILWAUKEE - CITY OF OAK CREEK - WARD 016,EAST MIDDLE SCHOOL,7:00 AM - 8:00 PM,9330 S SHEPARD AVE,OAK CREEK,53154,MILWAUKEE,(414)766-7023,State Election Official,8-11-2020,OAK CREEK,"9330 S SHEPARD AVE, OAK CREEK, WI 53154-4548"
412742,07958800017,MILWAUKEE - CITY OF OAK CREEK - WARD 017,EAST MIDDLE SCHOOL,7:00 AM - 8:00 PM,9330 S SHEPARD AVE,OAK CREEK,53154,MILWAUKEE,(414)766-7023,State Election Official,8-11-2020,OAK CREEK,"9330 S SHEPARD AVE, OAK CREEK, WI 53154-4548"
413491,07958800018,MILWAUKEE - CITY OF OAK CREEK - WARD 018,EAST MIDDLE SCHOOL,7:00 AM - 8:00 PM,9330 S SHEPARD AVE,OAK CREEK,53154,MILWAUKEE,(414)766-7023,State Election Official,8-11-2020,OAK CREEK,"9330 S SHEPARD AVE, OAK CREEK, WI 53154-4548"
1579110,07958800019,MILWAUKEE - CITY OF OAK CREEK - WARD 019,EAST MIDDLE SCHOOL,7:00 AM - 8:00 PM,9330 S SHEPARD AVE,OAK CREEK,53154,MILWAUKEE,(414)766-7023,State Election Official,8-11-2020,OAK CREEK,"9330 S SHEPARD AVE, OAK CREEK, WI 53154-4548"
413435,07975125001,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 001,DIVINE MERCY SCHOOL,7:00 AM - 8:00 PM,695 COLLEGE AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"695 COLLEGE AVE, SOUTH MILWAUKEE, WI 53172-1252"
413775,07975125002,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 002,DIVINE MERCY SCHOOL,7:00 AM - 8:00 PM,695 COLLEGE AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"695 COLLEGE AVE, SOUTH MILWAUKEE, WI 53172-1252"
414075,07975125003,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 003,DIVINE MERCY SCHOOL,7:00 AM - 8:00 PM,695 COLLEGE AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"695 COLLEGE AVE, SOUTH MILWAUKEE, WI 53172-1252"
413860,07975125004,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 004,DIVINE MERCY SCHOOL,7:00 AM - 8:00 PM,695 COLLEGE AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"695 COLLEGE AVE, SOUTH MILWAUKEE, WI 53172-1252"
414011,07975125005,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 005,DIVINE MERCY PARISH,7:00 AM - 8:00 PM,800 MARQUETTE AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"800 MARQUETTE AVE, SOUTH MILWAUKEE, WI 53172-2637"
413652,07975125006,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 006,DIVINE MERCY PARISH,7:00 AM - 8:00 PM,800 MARQUETTE AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"800 MARQUETTE AVE, SOUTH MILWAUKEE, WI 53172-2637"
414486,07975125007,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 007,DIVINE MERCY PARISH,7:00 AM - 8:00 PM,800 MARQUETTE AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"800 MARQUETTE AVE, SOUTH MILWAUKEE, WI 53172-2637"
413784,07975125008,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 008,DIVINE MERCY PARISH,7:00 AM - 8:00 PM,800 MARQUETTE AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"800 MARQUETTE AVE, SOUTH MILWAUKEE, WI 53172-2637"
413156,07975125009,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 009,SOUTH MILWAUKEE CITY HALL,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
413683,07975125010,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 010,SOUTH MILWAUKEE CITY HALL,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
413488,07975125011,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 011,SOUTH MILWAUKEE CITY HALL,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
414087,07975125012,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 012,SOUTH MILWAUKEE CITY HALL,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
413776,07975125013,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 013,SOUTH MILWAUKEE CITY HALL,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
413522,07975125014,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 014,SOUTH MILWAUKEE CITY HALL,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
413533,07975125015,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 015,SOUTH MILWAUKEE CITY HALL,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
413569,07975125016,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 016,SOUTH MILWAUKEE CITY HALL,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
413156,07975125009,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 009,GROBSCHMIDT SENIOR CENTER,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
413683,07975125010,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 010,GROBSCHMIDT SENIOR CENTER,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
413488,07975125011,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 011,GROBSCHMIDT SENIOR CENTER,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
414087,07975125012,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 012,GROBSCHMIDT SENIOR CENTER,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
413776,07975125013,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 013,GROBSCHMIDT SENIOR CENTER,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
413522,07975125014,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 014,GROBSCHMIDT SENIOR CENTER,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
413533,07975125015,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 015,GROBSCHMIDT SENIOR CENTER,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
413569,07975125016,MILWAUKEE - CITY OF SOUTH MILWAUKEE - WARD 016,GROBSCHMIDT SENIOR CENTER,7:00 AM - 8:00 PM,2424 15TH AVE,SOUTH MILWAUKEE,53172,MILWAUKEE,414-762-2222,State Election Official,8-11-2020,SOUTH MILWAUKEE,"2424 15TH AVE, SOUTH MILWAUKEE, WI 53172-2410"
416074,07970650001,MILWAUKEE - CITY OF ST. FRANCIS - WARD 001,SAINT FRANCIS CIVIC CENTER,7:00 AM - 8:00 PM,3400 E HOWARD AVE,SAINT FRANCIS,53235,MILWAUKEE,414-481-2300,State Election Official,8-11-2020,ST. FRANCIS,"3400 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732"
416618,07970650002,MILWAUKEE - CITY OF ST. FRANCIS - WARD 002,SAINT FRANCIS CIVIC CENTER,7:00 AM - 8:00 PM,3400 E HOWARD AVE,SAINT FRANCIS,53235,MILWAUKEE,414-481-2300,State Election Official,8-11-2020,ST. FRANCIS,"3400 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732"
416237,07970650003,MILWAUKEE - CITY OF ST. FRANCIS - WARD 003,SAINT FRANCIS CIVIC CENTER,7:00 AM - 8:00 PM,3400 E HOWARD AVE,SAINT FRANCIS,53235,MILWAUKEE,414-481-2300,State Election Official,8-11-2020,ST. FRANCIS,"3400 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732"
415884,07970650004,MILWAUKEE - CITY OF ST. FRANCIS - WARD 004,SAINT FRANCIS CIVIC CENTER,7:00 AM - 8:00 PM,3400 E HOWARD AVE,SAINT FRANCIS,53235,MILWAUKEE,414-481-2300,State Election Official,8-11-2020,ST. FRANCIS,"3400 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732"
416206,07970650005,MILWAUKEE - CITY OF ST. FRANCIS - WARD 005,SAINT FRANCIS CIVIC CENTER,7:00 AM - 8:00 PM,3400 E HOWARD AVE,SAINT FRANCIS,53235,MILWAUKEE,414-481-2300,State Election Official,8-11-2020,ST. FRANCIS,"3400 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732"
416150,07970650006,MILWAUKEE - CITY OF ST. FRANCIS - WARD 006,SAINT FRANCIS CIVIC CENTER,7:00 AM - 8:00 PM,3400 E HOWARD AVE,SAINT FRANCIS,53235,MILWAUKEE,414-481-2300,State Election Official,8-11-2020,ST. FRANCIS,"3400 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732"
415980,07970650007,MILWAUKEE - CITY OF ST. FRANCIS - WARD 007,SAINT FRANCIS CIVIC CENTER,7:00 AM - 8:00 PM,3400 E HOWARD AVE,SAINT FRANCIS,53235,MILWAUKEE,414-481-2300,State Election Official,8-11-2020,ST. FRANCIS,"3400 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732"
414557,07970650008,MILWAUKEE - CITY OF ST. FRANCIS - WARD 008,SAINT FRANCIS CIVIC CENTER,7:00 AM - 8:00 PM,3400 E HOWARD AVE,SAINT FRANCIS,53235,MILWAUKEE,414-481-2300,State Election Official,8-11-2020,ST. FRANCIS,"3400 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732"
415400,07970650009,MILWAUKEE - CITY OF ST. FRANCIS - WARD 009,SAINT FRANCIS CIVIC CENTER,7:00 AM - 8:00 PM,3400 E HOWARD AVE,SAINT FRANCIS,53235,MILWAUKEE,414-481-2300,State Election Official,8-11-2020,ST. FRANCIS,"3400 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732"
415060,07970650010,MILWAUKEE - CITY OF ST. FRANCIS - WARD 010,SAINT FRANCIS CIVIC CENTER,7:00 AM - 8:00 PM,3400 E HOWARD AVE,SAINT FRANCIS,53235,MILWAUKEE,414-481-2300,State Election Official,8-11-2020,ST. FRANCIS,"3400 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732"
415501,07970650011,MILWAUKEE - CITY OF ST. FRANCIS - WARD 011,SAINT FRANCIS CIVIC CENTER,7:00 AM - 8:00 PM,3400 E HOWARD AVE,SAINT FRANCIS,53235,MILWAUKEE,414-481-2300,State Election Official,8-11-2020,ST. FRANCIS,"3400 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732"
413315,07970650012,MILWAUKEE - CITY OF ST. FRANCIS - WARD 012,SAINT FRANCIS CIVIC CENTER,7:00 AM - 8:00 PM,3400 E HOWARD AVE,SAINT FRANCIS,53235,MILWAUKEE,414-481-2300,State Election Official,8-11-2020,ST. FRANCIS,"3400 E HOWARD AVE, SAINT FRANCIS, WI 53235-4732"
412969,07984675001,MILWAUKEE - CITY OF WAUWATOSA - WARD 001,HART PARK RECREATION BUILDING,7:00 AM - 8:00 PM,7300 CHESTNUT ST,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7300 CHESTNUT ST, WAUWATOSA, WI 53213-2739"
413695,07984675006,MILWAUKEE - CITY OF WAUWATOSA - WARD 006,HART PARK RECREATION BUILDING,7:00 AM - 8:00 PM,7300 CHESTNUT ST,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7300 CHESTNUT ST, WAUWATOSA, WI 53213-2739"
412796,07984675007,MILWAUKEE - CITY OF WAUWATOSA - WARD 007,HART PARK RECREATION BUILDING,7:00 AM - 8:00 PM,7300 CHESTNUT ST,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7300 CHESTNUT ST, WAUWATOSA, WI 53213-2739"
412632,07984675010,MILWAUKEE - CITY OF WAUWATOSA - WARD 010,HART PARK RECREATION BUILDING,7:00 AM - 8:00 PM,7300 CHESTNUT ST,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7300 CHESTNUT ST, WAUWATOSA, WI 53213-2739"
412768,07984675011,MILWAUKEE - CITY OF WAUWATOSA - WARD 011,HART PARK RECREATION BUILDING,7:00 AM - 8:00 PM,7300 CHESTNUT ST,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7300 CHESTNUT ST, WAUWATOSA, WI 53213-2739"
412854,07984675012,MILWAUKEE - CITY OF WAUWATOSA - WARD 012,HART PARK RECREATION BUILDING,7:00 AM - 8:00 PM,7300 CHESTNUT ST,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7300 CHESTNUT ST, WAUWATOSA, WI 53213-2739"
412641,07984675016,MILWAUKEE - CITY OF WAUWATOSA - WARD 016,HART PARK RECREATION BUILDING,7:00 AM - 8:00 PM,7300 CHESTNUT ST,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7300 CHESTNUT ST, WAUWATOSA, WI 53213-2739"
412771,07984675017,MILWAUKEE - CITY OF WAUWATOSA - WARD 017,HART PARK RECREATION BUILDING,7:00 AM - 8:00 PM,7300 CHESTNUT ST,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7300 CHESTNUT ST, WAUWATOSA, WI 53213-2739"
412880,07984675002,MILWAUKEE - CITY OF WAUWATOSA - WARD 002,WAUWATOSA CITY HALL - LOWER CIVIC CENTER,7:00 AM - 8:00 PM,7725 W NORTH AVE,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7725 W NORTH AVE, WAUWATOSA, WI 53213"
412817,07984675003,MILWAUKEE - CITY OF WAUWATOSA - WARD 003,WAUWATOSA CITY HALL - LOWER CIVIC CENTER,7:00 AM - 8:00 PM,7725 W NORTH AVE,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7725 W NORTH AVE, WAUWATOSA, WI 53213"
412626,07984675004,MILWAUKEE - CITY OF WAUWATOSA - WARD 004,WAUWATOSA CITY HALL - LOWER CIVIC CENTER,7:00 AM - 8:00 PM,7725 W NORTH AVE,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7725 W NORTH AVE, WAUWATOSA, WI 53213"
412536,07984675005,MILWAUKEE - CITY OF WAUWATOSA - WARD 005,WAUWATOSA CITY HALL - LOWER CIVIC CENTER,7:00 AM - 8:00 PM,7725 W NORTH AVE,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7725 W NORTH AVE, WAUWATOSA, WI 53213"
413383,07984675008,MILWAUKEE - CITY OF WAUWATOSA - WARD 008,WAUWATOSA PUBLIC WORKS FACILITY,7:00 AM - 8:00 PM,11100 W WALNUT RD,WAUWATOSA,53226,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"11100 W WALNUT RD, WAUWATOSA, WI 53226-3042"
412680,07984675009,MILWAUKEE - CITY OF WAUWATOSA - WARD 009,WAUWATOSA PUBLIC WORKS FACILITY,7:00 AM - 8:00 PM,11100 W WALNUT RD,WAUWATOSA,53226,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"11100 W WALNUT RD, WAUWATOSA, WI 53226-3042"
414317,07984675021,MILWAUKEE - CITY OF WAUWATOSA - WARD 021,WAUWATOSA PUBLIC WORKS FACILITY,7:00 AM - 8:00 PM,11100 W WALNUT RD,WAUWATOSA,53226,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"11100 W WALNUT RD, WAUWATOSA, WI 53226-3042"
413786,07984675013,MILWAUKEE - CITY OF WAUWATOSA - WARD 013,WAUWATOSA LIBRARY,7:00 AM - 8:00 PM,7635 W NORTH AVE,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7635 W NORTH AVE, WAUWATOSA, WI 53213-1718"
412760,07984675014,MILWAUKEE - CITY OF WAUWATOSA - WARD 014,WAUWATOSA LIBRARY,7:00 AM - 8:00 PM,7635 W NORTH AVE,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7635 W NORTH AVE, WAUWATOSA, WI 53213-1718"
412725,07984675015,MILWAUKEE - CITY OF WAUWATOSA - WARD 015,WAUWATOSA LIBRARY,7:00 AM - 8:00 PM,7635 W NORTH AVE,WAUWATOSA,53213,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"7635 W NORTH AVE, WAUWATOSA, WI 53213-1718"
413200,07984675018,MILWAUKEE - CITY OF WAUWATOSA - WARD 018,MT. ZION LUTHERAN CHURCH FELLOWSHIP HALL,7:00 AM - 8:00 PM,12012 W NORTH AVE,WAUWATOSA,53226,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"12012 W NORTH AVE, WAUWATOSA, WI 53226"
412644,07984675019,MILWAUKEE - CITY OF WAUWATOSA - WARD 019,MT. ZION LUTHERAN CHURCH FELLOWSHIP HALL,7:00 AM - 8:00 PM,12012 W NORTH AVE,WAUWATOSA,53226,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"12012 W NORTH AVE, WAUWATOSA, WI 53226"
412577,07984675020,MILWAUKEE - CITY OF WAUWATOSA - WARD 020,MT. ZION LUTHERAN CHURCH FELLOWSHIP HALL,7:00 AM - 8:00 PM,12012 W NORTH AVE,WAUWATOSA,53226,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"12012 W NORTH AVE, WAUWATOSA, WI 53226"
412782,07984675022,MILWAUKEE - CITY OF WAUWATOSA - WARD 022,CURRIE PARK CLUB HOUSE,7:00 AM - 8:00 PM,3535 N MAYFAIR ROAD,WAUWATOSA,53226,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"3535 N MAYFAIR ROAD, WAUWATOSA, WI 53226"
412881,07984675023,MILWAUKEE - CITY OF WAUWATOSA - WARD 023,ANNUNCIATION GREEK ORTHODOX CHURCH CULTURAL CENTER,7:00 AM - 8:00 PM,9400 W CONGRESS ST,WAUWATOSA,53225,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"9400 W CONGRESS ST, WAUWATOSA, WI 53225"
412681,07984675024,MILWAUKEE - CITY OF WAUWATOSA - WARD 024,ANNUNCIATION GREEK ORTHODOX CHURCH CULTURAL CENTER,7:00 AM - 8:00 PM,9400 W CONGRESS ST,WAUWATOSA,53225,MILWAUKEE,414-479-8921,State Election Official,8-11-2020,WAUWATOSA,"9400 W CONGRESS ST, WAUWATOSA, WI 53225"
412932,07985300001,MILWAUKEE - CITY OF WEST ALLIS - WARD 001,WEST ALLIS CITY HALL,7:00 AM - 8:00 PM,7525 W GREENFIELD AVE,WEST ALLIS,53214,MILWAUKEE,414-302-8200,State Election Official,8-11-2020,WEST ALLIS,"7525 W GREENFIELD AVE, WEST ALLIS, WI 53214-4648"
413531,07985300006,MILWAUKEE - CITY OF WEST ALLIS - WARD 006,WEST ALLIS CITY HALL,7:00 AM - 8:00 PM,7525 W GREENFIELD AVE,WEST ALLIS,53214,MILWAUKEE,414-302-8200,State Election Official,8-11-2020,WEST ALLIS,"7525 W GREENFIELD AVE, WEST ALLIS, WI 53214-4648"
413486,07985300007,MILWAUKEE - CITY OF WEST ALLIS - WARD 007,WEST ALLIS CITY HALL,7:00 AM - 8:00 PM,7525 W GREENFIELD AVE,WEST ALLIS,53214,MILWAUKEE,414-302-8200,State Election Official,8-11-2020,WEST ALLIS,"7525 W GREENFIELD AVE, WEST ALLIS, WI 53214-4648"
412982,07985300008,MILWAUKEE - CITY OF WEST ALLIS - WARD 008,WEST ALLIS CITY HALL,7:00 AM - 8:00 PM,7525 W GREENFIELD AVE,WEST ALLIS,53214,MILWAUKEE,414-302-8200,State Election Official,8-11-2020,WEST ALLIS,"7525 W GREENFIELD AVE, WEST ALLIS, WI 53214-4648"
413320,07985300009,MILWAUKEE - CITY OF WEST ALLIS - WARD 009,WEST ALLIS CITY HALL,7:00 AM - 8:00 PM,7525 W GREENFIELD AVE,WEST ALLIS,53214,MILWAUKEE,414-302-8200,State Election Official,8-11-2020,WEST ALLIS,"7525 W GREENFIELD AVE, WEST ALLIS, WI 53214-4648"
413208,07985300010,MILWAUKEE - CITY OF WEST ALLIS - WARD 010,WEST ALLIS CITY HALL,7:00 AM - 8:00 PM,7525 W GREENFIELD AVE,WEST ALLIS,53214,MILWAUKEE,414-302-8200,State Election Official,8-11-2020,WEST ALLIS,"7525 W GREENFIELD AVE, WEST ALLIS, WI 53214-4648"
413255,07985300002,MILWAUKEE - CITY OF WEST ALLIS - WARD 002,WEST ALLIS RECREATION CENTER,7:00 AM - 8:00 PM,2450 S 68TH ST,WEST ALLIS,53219,MILWAUKEE,414-302-8200,State Election Official,8-11-2020,WEST ALLIS,"2450 S 68TH ST, WEST ALLIS, WI 53219-1904"
413056,07985300003,MILWAUKEE - CITY OF WEST ALLIS - WARD 003,WEST ALLIS RECREATION CENTER,7:00 AM - 8:00 PM,2450 S 68TH ST,WEST ALLIS,53219,MILWAUKEE,414-302-8200,State Election Official,8-11-2020,WEST ALLIS,"2450 S 68TH ST, WEST ALLIS, WI 53219-1904"
413485,07985300004,MILWAUKEE - CITY OF WEST ALLIS - WARD 004,WEST ALLIS RECREATION CENTER,7:00 AM - 8:00 PM,2450 S 68TH ST,WEST ALLIS,53219,MILWAUKEE,414-302-8200,State Election Official,8-11-2020,WEST ALLIS,"2450 S 68TH ST, WEST ALLIS, WI 53219-1904"
